program_id,improper_payment_program_name,agency,fiscal_year,outlays,improper_payment_amount,start_date,end_date,insufficient_documentation_amount,slug
11.436,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.436,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.436,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.436,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.436,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.437,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.438,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.439,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.440,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.441,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.451,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.452,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.454,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.455,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.457,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.459,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.460,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.462,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.463,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.467,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.468,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.469,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.472,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.473,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.474,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.477,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.478,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.481,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.482,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2013,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2014,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2015,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2016,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2017,0,0,,,0.053,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2018,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2019,0,0,,,,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2020,72.815286,0,2018-10-01,2019-09-01,0.0,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2021,151,0,2019-10-01,2020-09-01,0.0,
11.483,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2022,0,0,,,0.0,
11.999,National Oceanic and Atmospheric Administration (NOAA) - Grants,DOC,2012,0,0,,,,
